open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,symbol,exchange,date
198.58,199.59,195.43,197.51,12370240,199.59,195.43,197.51,198.58,12370240,FB,XNAS,2019-11-20T00:00:00+0000
197.4,200,196.86,199.32,19070291,200,196.86,199.32,197.4,19070291,FB,XNAS,2019-11-19T00:00:00+0000
194.56,198.63,193.05,197.4,16176107,198.63,193.05,197.4,194.56,16176107,FB,XNAS,2019-11-18T00:00:00+0000
194.26,195.3,193.38,195.1,11530232,195.3,193.38,195.1,194.26,11530232,FB,XNAS,2019-11-15T00:00:00+0000
192.93,194.03,191.45,193.15,9059897,194.03,191.45,193.15,192.93,9059897,FB,XNAS,2019-11-14T00:00:00+0000
194.7,195.7,192.74,193.19,11009800,195.7,192.74,193.19,194.7,11009800,FB,XNAS,2019-11-13T00:00:00+0000
190,195.06,189.74,194.47,17615454,195.06,189.74,194.47,190,17615454,FB,XNAS,2019-11-12T00:00:00+0000
189.93,190.08,188.54,189.61,8637768,190.08,188.54,189.61,189.93,8637768,FB,XNAS,2019-11-11T00:00:00+0000
190,192.34,189.7,190.84,10764784,192.34,189.7,190.84,190,10764784,FB,XNAS,2019-11-08T00:00:00+0000
191.91,193.44,189.47,190.42,13472998,193.44,189.47,190.42,191.91,13472998,FB,XNAS,2019-11-07T00:00:00+0000
194.03,194.37,191.35,191.55,10973019,194.37,191.35,191.55,194.03,10973019,FB,XNAS,2019-11-06T00:00:00+0000
195.37,195.75,193.6,194.32,9941954,195.75,193.6,194.32,195.37,9941954,FB,XNAS,2019-11-05T00:00:00+0000
194.55,197.3672,193.8119,194.72,16371292,197.3672,193.8119,194.72,194.55,16371292,FB,XNAS,2019-11-04T00:00:00+0000
192.85,194.11,189.91,193.62,21711829,194.11,189.91,193.62,192.85,21711829,FB,XNAS,2019-11-01T00:00:00+0000
